N, 0, IBM, 10, 100, B, 0
N, 16734, IBM, 11, 100, S, 16734
N, 16735, IBM, 11, 100, S, 16735
N, 16736, IBM, 11, 100, S, 16736
N, 16737, IBM, 11, 100, S, 16737
N, 16738, IBM, 11, 100, S, 16738
N, 16739, IBM, 11, 100, S, 16739
N, 16740, IBM, 11, 100, S, 16740
N, 16741, IBM, 11, 100, S, 16741
N, 16742, IBM, 11, 100, S, 16742
N, 16743, IBM, 11, 100, S, 16743
N, 16744, IBM, 11, 100, S, 16744
N, 16745, IBM, 11, 100, S, 16745
N, 16746, IBM, 11, 100, S, 16746
N, 16747, IBM, 11, 100, S, 16747
N, 16748, IBM, 11, 100, S, 16748
N, 16749, IBM, 11, 100, S, 16749
N, 16750, IBM, 11, 100, S, 16750
N, 16751, IBM, 11, 100, S, 16751
N, 16752, IBM, 11, 100, S, 16752
N, 16753, IBM, 11, 100, S, 16753
N, 16754, IBM, 11, 100, S, 16754
N, 16755, IBM, 11, 100, S, 16755
N, 16756, IBM, 11, 100, S, 16756
N, 16757, IBM, 11, 100, S, 16757
N, 16758, IBM, 11, 100, S, 16758
N, 16759, IBM, 11, 100, S, 16759
N, 16760, IBM, 11, 100, S, 16760
N, 16761, IBM, 11, 100, S, 16761
N, 16762, IBM, 11, 100, S, 16762
N, 16763, IBM, 11, 100, S, 16763
N, 16764, IBM, 11, 100, S, 16764
N, 16765, IBM, 11, 100, S, 16765
N, 16766, IBM, 11, 100, S, 16766
N, 16767, IBM, 11, 100, S, 16767
N, 16768, IBM, 11, 100, S, 16768
N, 16769, IBM, 11, 100, S, 16769
N, 16770, IBM, 11, 100, S, 16770
N, 16771, IBM, 11, 100, S, 16771
N, 16772, IBM, 11, 100, S, 16772
N, 16773, IBM, 11, 100, S, 16773
N, 16774, IBM, 11, 100, S, 16774
N, 16775, IBM, 11, 100, S, 16775
N, 16776, IBM, 11, 100, S, 16776
N, 16777, IBM, 11, 100, S, 16777
N, 16778, IBM, 11, 100, S, 16778
N, 16779, IBM, 11, 100, S, 16779
N, 16780, IBM, 11, 100, S, 16780
N, 16781, IBM, 11, 100, S, 16781
N, 16782, IBM, 11, 100, S, 16782
N, 16783, IBM, 11, 100, S, 16783
N, 16784, IBM, 11, 100, S, 16784
N, 16785, IBM, 11, 100, S, 16785
N, 16786, IBM, 11, 100, S, 16786
N, 16787, IBM, 11, 100, S, 16787
N, 16788, IBM, 11, 100, S, 16788
N, 16789, IBM, 11, 100, S, 16789
N, 16790, IBM, 11, 100, S, 16790
N, 16791, IBM, 11, 100, S, 16791
N, 16792, IBM, 11, 100, S, 16792
N, 16793, IBM, 11, 100, S, 16793
N, 16794, IBM, 11, 100, S, 16794
N, 16795, IBM, 11, 100, S, 16795
N, 16796, IBM, 11, 100, S, 16796
N, 16797, IBM, 11, 100, S, 16797
N, 16798, IBM, 11, 100, S, 16798
N, 16799, IBM, 11, 100, S, 16799
N, 16800, IBM, 11, 100, S, 16800
N, 16801, IBM, 11, 100, S, 16801
N, 16802, IBM, 11, 100, S, 16802
N, 16803, IBM, 11, 100, S, 16803
N, 16804, IBM, 11, 100, S, 16804
N, 16805, IBM, 11, 100, S, 16805
N, 16806, IBM, 11, 100, S, 16806
N, 16807, IBM, 11, 100, S, 16807
N, 16808, IBM, 11, 100, S, 16808
N, 16809, IBM, 11, 100, S, 16809
N, 16810, IBM, 11, 100, S, 16810
N, 16811, IBM, 11, 100, S, 16811
N, 16812, IBM, 11, 100, S, 16812
N, 16813, IBM, 11, 100, S, 16813
N, 16814, IBM, 11, 100, S, 16814
N, 16815, IBM, 11, 100, S, 16815
N, 16816, IBM, 11, 100, S, 16816
N, 16817, IBM, 11, 100, S, 16817
N, 16818, IBM, 11, 100, S, 16818
N, 16819, IBM, 11, 100, S, 16819
N, 16820, IBM, 11, 100, S, 16820
N, 16821, IBM, 11, 100, S, 16821
N, 16822, IBM, 11, 100, S, 16822
N, 16823, IBM, 11, 100, S, 16823
N, 16824, IBM, 11, 100, S, 16824
N, 16825, IBM, 11, 100, S, 16825
N, 16826, IBM, 11, 100, S, 16826
N, 16827, IBM, 11, 100, S, 16827
N, 16828, IBM, 11, 100, S, 16828
N, 16829, IBM, 11, 100, S, 16829
N, 16830, IBM, 11, 100, S, 16830
N, 16831, IBM, 11, 100, S, 16831
N, 16832, IBM, 11, 100, S, 16832
N, 16833, IBM, 11, 100, S, 16833
N, 16834, IBM, 11, 100, S, 16834
N, 16835, IBM, 11, 100, S, 16835
N, 16836, IBM, 11, 100, S, 16836
N, 16837, IBM, 11, 100, S, 16837
N, 16838, IBM, 11, 100, S, 16838
N, 16839, IBM, 11, 100, S, 16839
N, 16840, IBM, 11, 100, S, 16840
N, 16841, IBM, 11, 100, S, 16841
N, 16842, IBM, 11, 100, S, 16842
N, 16843, IBM, 11, 100, S, 16843
N, 16844, IBM, 11, 100, S, 16844
N, 16845, IBM, 11, 100, S, 16845
N, 16846, IBM, 11, 100, S, 16846
N, 16847, IBM, 11, 100, S, 16847
N, 16848, IBM, 11, 100, S, 16848
N, 16849, IBM, 11, 100, S, 16849
N, 16850, IBM, 11, 100, S, 16850
N, 16851, IBM, 11, 100, S, 16851
N, 16852, IBM, 11, 100, S, 16852
N, 16853, IBM, 11, 100, S, 16853
N, 16854, IBM, 11, 100, S, 16854
N, 16855, IBM, 11, 100, S, 16855
N, 16856, IBM, 11, 100, S, 16856
N, 16857, IBM, 11, 100, S, 16857
N, 16858, IBM, 11, 100, S, 16858
N, 16859, IBM, 11, 100, S, 16859
N, 16860, IBM, 11, 100, S, 16860
N, 16861, IBM, 11, 100, S, 16861
N, 16862, IBM, 11, 100, S, 16862
N, 16863, IBM, 11, 100, S, 16863
N, 16864, IBM, 11, 100, S, 16864
N, 16865, IBM, 11, 100, S, 16865
N, 16866, IBM, 11, 100, S, 16866
N, 16867, IBM, 11, 100, S, 16867
N, 16868, IBM, 11, 100, S, 16868
N, 16869, IBM, 11, 100, S, 16869
N, 16870, IBM, 11, 100, S, 16870
N, 16871, IBM, 11, 100, S, 16871
N, 16872, IBM, 11, 100, S, 16872
N, 16873, IBM, 11, 100, S, 16873
N, 16874, IBM, 11, 100, S, 16874
N, 16875, IBM, 11, 100, S, 16875
N, 16876, IBM, 11, 100, S, 16876
N, 16877, IBM, 11, 100, S, 16877
N, 16878, IBM, 11, 100, S, 16878
N, 16879, IBM, 11, 100, S, 16879
N, 16880, IBM, 11, 100, S, 16880
N, 16881, IBM, 11, 100, S, 16881
N, 16882, IBM, 11, 100, S, 16882
N, 16883, IBM, 11, 100, S, 16883
N, 16884, IBM, 11, 100, S, 16884
N, 16885, IBM, 11, 100, S, 16885
N, 16886, IBM, 11, 100, S, 16886
N, 16887, IBM, 11, 100, S, 16887
N, 16888, IBM, 11, 100, S, 16888
N, 16889, IBM, 11, 100, S, 16889
N, 16890, IBM, 11, 100, S, 16890
N, 16891, IBM, 11, 100, S, 16891
N, 16892, IBM, 11, 100, S, 16892
N, 16893, IBM, 11, 100, S, 16893
N, 16894, IBM, 11, 100, S, 16894
N, 16895, IBM, 11, 100, S, 16895
N, 16896, IBM, 11, 100, S, 16896
N, 16897, IBM, 11, 100, S, 16897
N, 16898, IBM, 11, 100, S, 16898
N, 16899, IBM, 11, 100, S, 16899
N, 16900, IBM, 11, 100, S, 16900
N, 16901, IBM, 11, 100, S, 16901
N, 16902, IBM, 11, 100, S, 16902
N, 16903, IBM, 11, 100, S, 16903
N, 16904, IBM, 11, 100, S, 16904
N, 16905, IBM, 11, 100, S, 16905
N, 16906, IBM, 11, 100, S, 16906
N, 16907, IBM, 11, 100, S, 16907
N, 16908, IBM, 11, 100, S, 16908
N, 16909, IBM, 11, 100, S, 16909
N, 16910, IBM, 11, 100, S, 16910
N, 16911, IBM, 11, 100, S, 16911
N, 16912, IBM, 11, 100, S, 16912
N, 16913, IBM, 11, 100, S, 16913
N, 16914, IBM, 11, 100, S, 16914
N, 16915, IBM, 11, 100, S, 16915
N, 16916, IBM, 11, 100, S, 16916
N, 16917, IBM, 11, 100, S, 16917
N, 16918, IBM, 11, 100, S, 16918
N, 16919, IBM, 11, 100, S, 16919
N, 16920, IBM, 11, 100, S, 16920
N, 16921, IBM, 11, 100, S, 16921
N, 16922, IBM, 11, 100, S, 16922
N, 16923, IBM, 11, 100, S, 16923
N, 16924, IBM, 11, 100, S, 16924
N, 16925, IBM, 11, 100, S, 16925
N, 16926, IBM, 11, 100, S, 16926
N, 16927, IBM, 11, 100, S, 16927
N, 16928, IBM, 11, 100, S, 16928
N, 16929, IBM, 11, 100, S, 16929
N, 16930, IBM, 11, 100, S, 16930
N, 16931, IBM, 11, 100, S, 16931
N, 16932, IBM, 11, 100, S, 16932
N, 16933, IBM, 11, 100, S, 16933
N, 16934, IBM, 11, 100, S, 16934
N, 16935, IBM, 11, 100, S, 16935
N, 16936, IBM, 11, 100, S, 16936
N, 16937, IBM, 11, 100, S, 16937
N, 16938, IBM, 11, 100, S, 16938
N, 16939, IBM, 11, 100, S, 16939
N, 16940, IBM, 11, 100, S, 16940
N, 16941, IBM, 11, 100, S, 16941
N, 16942, IBM, 11, 100, S, 16942
N, 16943, IBM, 11, 100, S, 16943
N, 16944, IBM, 11, 100, S, 16944
N, 16945, IBM, 11, 100, S, 16945
N, 16946, IBM, 11, 100, S, 16946
N, 16947, IBM, 11, 100, S, 16947
N, 16948, IBM, 11, 100, S, 16948
N, 16949, IBM, 11, 100, S, 16949
N, 16950, IBM, 11, 100, S, 16950
N, 16951, IBM, 11, 100, S, 16951
N, 16952, IBM, 11, 100, S, 16952
N, 16953, IBM, 11, 100, S, 16953
N, 16954, IBM, 11, 100, S, 16954
N, 16955, IBM, 11, 100, S, 16955
N, 16956, IBM, 11, 100, S, 16956
N, 16957, IBM, 11, 100, S, 16957
N, 16958, IBM, 11, 100, S, 16958
N, 16959, IBM, 11, 100, S, 16959
N, 16960, IBM, 11, 100, S, 16960
N, 16961, IBM, 11, 100, S, 16961
N, 16962, IBM, 11, 100, S, 16962
N, 16963, IBM, 11, 100, S, 16963
N, 16964, IBM, 11, 100, S, 16964
N, 16965, IBM, 11, 100, S, 16965
N, 16966, IBM, 11, 100, S, 16966
N, 16967, IBM, 11, 100, S, 16967
N, 16968, IBM, 11, 100, S, 16968
N, 16969, IBM, 11, 100, S, 16969
N, 16970, IBM, 11, 100, S, 16970
N, 16971, IBM, 11, 100, S, 16971
N, 16972, IBM, 11, 100, S, 16972
N, 16973, IBM, 11, 100, S, 16973
N, 16974, IBM, 11, 100, S, 16974
N, 16975, IBM, 11, 100, S, 16975
N, 16976, IBM, 11, 100, S, 16976
N, 16977, IBM, 11, 100, S, 16977
N, 16978, IBM, 11, 100, S, 16978
N, 16979, IBM, 11, 100, S, 16979
N, 16980, IBM, 11, 100, S, 16980
N, 16981, IBM, 11, 100, S, 16981
N, 16982, IBM, 11, 100, S, 16982
N, 16983, IBM, 11, 100, S, 16983
N, 16984, IBM, 11, 100, S, 16984
N, 16985, IBM, 11, 100, S, 16985
N, 16986, IBM, 11, 100, S, 16986
N, 16987, IBM, 11, 100, S, 16987
N, 16988, IBM, 11, 100, S, 16988
N, 16989, IBM, 11, 100, S, 16989
N, 16990, IBM, 11, 100, S, 16990
N, 16991, IBM, 11, 100, S, 16991
N, 16992, IBM, 11, 100, S, 16992
N, 16993, IBM, 11, 100, S, 16993
N, 16994, IBM, 11, 100, S, 16994
N, 16995, IBM, 11, 100, S, 16995
N, 16996, IBM, 11, 100, S, 16996
N, 16997, IBM, 11, 100, S, 16997
N, 16998, IBM, 11, 100, S, 16998
N, 16999, IBM, 11, 100, S, 16999
N, 17000, IBM, 11, 100, S, 17000
N, 17001, IBM, 11, 100, S, 17001
N, 17002, IBM, 11, 100, S, 17002
N, 17003, IBM, 11, 100, S, 17003
N, 17004, IBM, 11, 100, S, 17004
N, 17005, IBM, 11, 100, S, 17005
N, 17006, IBM, 11, 100, S, 17006
N, 17007, IBM, 11, 100, S, 17007
N, 17008, IBM, 11, 100, S, 17008
N, 17009, IBM, 11, 100, S, 17009
N, 17010, IBM, 11, 100, S, 17010
N, 17011, IBM, 11, 100, S, 17011
N, 17012, IBM, 11, 100, S, 17012
N, 17013, IBM, 11, 100, S, 17013
N, 17014, IBM, 11, 100, S, 17014
N, 17015, IBM, 11, 100, S, 17015
N, 17016, IBM, 11, 100, S, 17016
N, 17017, IBM, 11, 100, S, 17017
N, 17018, IBM, 11, 100, S, 17018
N, 17019, IBM, 11, 100, S, 17019
N, 17020, IBM, 11, 100, S, 17020
N, 17021, IBM, 11, 100, S, 17021
N, 17022, IBM, 11, 100, S, 17022
N, 17023, IBM, 11, 100, S, 17023
N, 17024, IBM, 11, 100, S, 17024
N, 17025, IBM, 11, 100, S, 17025
N, 17026, IBM, 11, 100, S, 17026
N, 17027, IBM, 11, 100, S, 17027
N, 17028, IBM, 11, 100, S, 17028
N, 17029, IBM, 11, 100, S, 17029
N, 17030, IBM, 11, 100, S, 17030
N, 17031, IBM, 11, 100, S, 17031
N, 17032, IBM, 11, 100, S, 17032
N, 17033, IBM, 11, 100, S, 17033
N, 17034, IBM, 11, 100, S, 17034
N, 17035, IBM, 11, 100, S, 17035
N, 17036, IBM, 11, 100, S, 17036
N, 17037, IBM, 11, 100, S, 17037
N, 17038, IBM, 11, 100, S, 17038
N, 17039, IBM, 11, 100, S, 17039
N, 17040, IBM, 11, 100, S, 17040
N, 17041, IBM, 11, 100, S, 17041
N, 17042, IBM, 11, 100, S, 17042
N, 17043, IBM, 11, 100, S, 17043
N, 17044, IBM, 11, 100, S, 17044
N, 17045, IBM, 11, 100, S, 17045
N, 17046, IBM, 11, 100, S, 17046
N, 17047, IBM, 11, 100, S, 17047
N, 17048, IBM, 11, 100, S, 17048
N, 17049, IBM, 11, 100, S, 17049
N, 17050, IBM, 11, 100, S, 17050
N, 17051, IBM, 11, 100, S, 17051
N, 17052, IBM, 11, 100, S, 17052
N, 17053, IBM, 11, 100, S, 17053
N, 17054, IBM, 11, 100, S, 17054
N, 17055, IBM, 11, 100, S, 17055
N, 17056, IBM, 11, 100, S, 17056
N, 17057, IBM, 11, 100, S, 17057
N, 17058, IBM, 11, 100, S, 17058
N, 17059, IBM, 11, 100, S, 17059
N, 17060, IBM, 11, 100, S, 17060
N, 17061, IBM, 11, 100, S, 17061
N, 17062, IBM, 11, 100, S, 17062
N, 17063, IBM, 11, 100, S, 17063
N, 17064, IBM, 11, 100, S, 17064
N, 17065, IBM, 11, 100, S, 17065
N, 17066, IBM, 11, 100, S, 17066
N, 17067, IBM, 11, 100, S, 17067
N, 17068, IBM, 11, 100, S, 17068
N, 17069, IBM, 11, 100, S, 17069
N, 17070, IBM, 11, 100, S, 17070
N, 17071, IBM, 11, 100, S, 17071
N, 17072, IBM, 11, 100, S, 17072
N, 17073, IBM, 11, 100, S, 17073
N, 17074, IBM, 11, 100, S, 17074
N, 17075, IBM, 11, 100, S, 17075
N, 17076, IBM, 11, 100, S, 17076
N, 17077, IBM, 11, 100, S, 17077
N, 17078, IBM, 11, 100, S, 17078
N, 17079, IBM, 11, 100, S, 17079
N, 17080, IBM, 11, 100, S, 17080
N, 17081, IBM, 11, 100, S, 17081
N, 17082, IBM, 11, 100, S, 17082
N, 17083, IBM, 11, 100, S, 17083
N, 17084, IBM, 11, 100, S, 17084
N, 17085, IBM, 11, 100, S, 17085
N, 17086, IBM, 11, 100, S, 17086
N, 17087, IBM, 11, 100, S, 17087
N, 17088, IBM, 11, 100, S, 17088
N, 17089, IBM, 11, 100, S, 17089
N, 17090, IBM, 11, 100, S, 17090
N, 17091, IBM, 11, 100, S, 17091
N, 17092, IBM, 11, 100, S, 17092
N, 17093, IBM, 11, 100, S, 17093
N, 17094, IBM, 11, 100, S, 17094
N, 17095, IBM, 11, 100, S, 17095
N, 17096, IBM, 11, 100, S, 17096
N, 17097, IBM, 11, 100, S, 17097
N, 17098, IBM, 11, 100, S, 17098
N, 17099, IBM, 11, 100, S, 17099
N, 17100, IBM, 11, 100, S, 17100
N, 17101, IBM, 11, 100, S, 17101
N, 17102, IBM, 11, 100, S, 17102
N, 17103, IBM, 11, 100, S, 17103
N, 17104, IBM, 11, 100, S, 17104
N, 17105, IBM, 11, 100, S, 17105
N, 17106, IBM, 11, 100, S, 17106
N, 17107, IBM, 11, 100, S, 17107
N, 17108, IBM, 11, 100, S, 17108
N, 17109, IBM, 11, 100, S, 17109
N, 17110, IBM, 11, 100, S, 17110
N, 17111, IBM, 11, 100, S, 17111
N, 17112, IBM, 11, 100, S, 17112
N, 17113, IBM, 11, 100, S, 17113
N, 17114, IBM, 11, 100, S, 17114
N, 17115, IBM, 11, 100, S, 17115
N, 17116, IBM, 11, 100, S, 17116
N, 17117, IBM, 11, 100, S, 17117
N, 17118, IBM, 11, 100, S, 17118
N, 17119, IBM, 11, 100, S, 17119
N, 17120, IBM, 11, 100, S, 17120
N, 17121, IBM, 11, 100, S, 17121
N, 17122, IBM, 11, 100, S, 17122
N, 17123, IBM, 11, 100, S, 17123
N, 17124, IBM, 11, 100, S, 17124
N, 17125, IBM, 11, 100, S, 17125
N, 17126, IBM, 11, 100, S, 17126
N, 17127, IBM, 11, 100, S, 17127
N, 17128, IBM, 11, 100, S, 17128
N, 17129, IBM, 11, 100, S, 17129
N, 17130, IBM, 11, 100, S, 17130
N, 17131, IBM, 11, 100, S, 17131
N, 17132, IBM, 11, 100, S, 17132
N, 17133, IBM, 11, 100, S, 17133
N, 17134, IBM, 11, 100, S, 17134
N, 17135, IBM, 11, 100, S, 17135
N, 17136, IBM, 11, 100, S, 17136
N, 17137, IBM, 11, 100, S, 17137
N, 17138, IBM, 11, 100, S, 17138
N, 17139, IBM, 11, 100, S, 17139
N, 17140, IBM, 11, 100, S, 17140
N, 17141, IBM, 11, 100, S, 17141
N, 17142, IBM, 11, 100, S, 17142
N, 17143, IBM, 11, 100, S, 17143
N, 17144, IBM, 11, 100, S, 17144
N, 17145, IBM, 11, 100, S, 17145
N, 17146, IBM, 11, 100, S, 17146
N, 17147, IBM, 11, 100, S, 17147
N, 17148, IBM, 11, 100, S, 17148
N, 17149, IBM, 11, 100, S, 17149
N, 17150, IBM, 11, 100, S, 17150
N, 17151, IBM, 11, 100, S, 17151
N, 17152, IBM, 11, 100, S, 17152
N, 17153, IBM, 11, 100, S, 17153
N, 17154, IBM, 11, 100, S, 17154
N, 17155, IBM, 11, 100, S, 17155
N, 17156, IBM, 11, 100, S, 17156
N, 17157, IBM, 11, 100, S, 17157
N, 17158, IBM, 11, 100, S, 17158
N, 17159, IBM, 11, 100, S, 17159
N, 17160, IBM, 11, 100, S, 17160
N, 17161, IBM, 11, 100, S, 17161
N, 17162, IBM, 11, 100, S, 17162
N, 17163, IBM, 11, 100, S, 17163
N, 17164, IBM, 11, 100, S, 17164
N, 17165, IBM, 11, 100, S, 17165
N, 17166, IBM, 11, 100, S, 17166
N, 17167, IBM, 11, 100, S, 17167
N, 17168, IBM, 11, 100, S, 17168
N, 17169, IBM, 11, 100, S, 17169
N, 17170, IBM, 11, 100, S, 17170
N, 17171, IBM, 11, 100, S, 17171
N, 17172, IBM, 11, 100, S, 17172
N, 17173, IBM, 11, 100, S, 17173
N, 17174, IBM, 11, 100, S, 17174
N, 17175, IBM, 11, 100, S, 17175
N, 17176, IBM, 11, 100, S, 17176
N, 17177, IBM, 11, 100, S, 17177
N, 17178, IBM, 11, 100, S, 17178
N, 17179, IBM, 11, 100, S, 17179
N, 17180, IBM, 11, 100, S, 17180
N, 17181, IBM, 11, 100, S, 17181
N, 17182, IBM, 11, 100, S, 17182
N, 17183, IBM, 11, 100, S, 17183
N, 17184, IBM, 11, 100, S, 17184
N, 17185, IBM, 11, 100, S, 17185
N, 17186, IBM, 11, 100, S, 17186
N, 17187, IBM, 11, 100, S, 17187
N, 17188, IBM, 11, 100, S, 17188
N, 17189, IBM, 11, 100, S, 17189
N, 17190, IBM, 11, 100, S, 17190
N, 17191, IBM, 11, 100, S, 17191
N, 17192, IBM, 11, 100, S, 17192
N, 17193, IBM, 11, 100, S, 17193
N, 17194, IBM, 11, 100, S, 17194
N, 17195, IBM, 11, 100, S, 17195
N, 17196, IBM, 11, 100, S, 17196
N, 17197, IBM, 11, 100, S, 17197
N, 17198, IBM, 11, 100, S, 17198
N, 17199, IBM, 11, 100, S, 17199
N, 17200, IBM, 11, 100, S, 17200
N, 17201, IBM, 11, 100, S, 17201
N, 17202, IBM, 11, 100, S, 17202
N, 17203, IBM, 11, 100, S, 17203
N, 17204, IBM, 11, 100, S, 17204
N, 17205, IBM, 11, 100, S, 17205
N, 17206, IBM, 11, 100, S, 17206
N, 17207, IBM, 11, 100, S, 17207
N, 17208, IBM, 11, 100, S, 17208
N, 17209, IBM, 11, 100, S, 17209
N, 17210, IBM, 11, 100, S, 17210
N, 17211, IBM, 11, 100, S, 17211
N, 17212, IBM, 11, 100, S, 17212
N, 17213, IBM, 11, 100, S, 17213
N, 17214, IBM, 11, 100, S, 17214
N, 17215, IBM, 11, 100, S, 17215
N, 17216, IBM, 11, 100, S, 17216
N, 17217, IBM, 11, 100, S, 17217
N, 17218, IBM, 11, 100, S, 17218
N, 17219, IBM, 11, 100, S, 17219
N, 17220, IBM, 11, 100, S, 17220
N, 17221, IBM, 11, 100, S, 17221
N, 17222, IBM, 11, 100, S, 17222
N, 17223, IBM, 11, 100, S, 17223
N, 17224, IBM, 11, 100, S, 17224
N, 17225, IBM, 11, 100, S, 17225
N, 17226, IBM, 11, 100, S, 17226
N, 17227, IBM, 11, 100, S, 17227
N, 17228, IBM, 11, 100, S, 17228
N, 17229, IBM, 11, 100, S, 17229
N, 17230, IBM, 11, 100, S, 17230
N, 17231, IBM, 11, 100, S, 17231
N, 17232, IBM, 11, 100, S, 17232
N, 17233, IBM, 11, 100, S, 17233
N, 17234, IBM, 11, 100, S, 17234
N, 17235, IBM, 11, 100, S, 17235
N, 17236, IBM, 11, 100, S, 17236
N, 17237, IBM, 11, 100, S, 17237
N, 17238, IBM, 11, 100, S, 17238
N, 17239, IBM, 11, 100, S, 17239
N, 17240, IBM, 11, 100, S, 17240
N, 17241, IBM, 11, 100, S, 17241
N, 17242, IBM, 11, 100, S, 17242
N, 17243, IBM, 11, 100, S, 17243
N, 17244, IBM, 11, 100, S, 17244
N, 17245, IBM, 11, 100, S, 17245
N, 17246, IBM, 11, 100, S, 17246
N, 17247, IBM, 11, 100, S, 17247
N, 17248, IBM, 11, 100, S, 17248
N, 17249, IBM, 11, 100, S, 17249
N, 17250, IBM, 11, 100, S, 17250
N, 17251, IBM, 11, 100, S, 17251
N, 17252, IBM, 11, 100, S, 17252
N, 17253, IBM, 11, 100, S, 17253
N, 17254, IBM, 11, 100, S, 17254
N, 17255, IBM, 11, 100, S, 17255
N, 17256, IBM, 11, 100, S, 17256
N, 17257, IBM, 11, 100, S, 17257
N, 17258, IBM, 11, 100, S, 17258
N, 17259, IBM, 11, 100, S, 17259
N, 17260, IBM, 11, 100, S, 17260
N, 17261, IBM, 11, 100, S, 17261
N, 17262, IBM, 11, 100, S, 17262
N, 17263, IBM, 11, 100, S, 17263
N, 17264, IBM, 11, 100, S, 17264
N, 17265, IBM, 11, 100, S, 17265
N, 17266, IBM, 11, 100, S, 17266
N, 17267, IBM, 11, 100, S, 17267
N, 17268, IBM, 11, 100, S, 17268
N, 17269, IBM, 11, 100, S, 17269
N, 17270, IBM, 11, 100, S, 17270
N, 17271, IBM, 11, 100, S, 17271
N, 17272, IBM, 11, 100, S, 17272
N, 17273, IBM, 11, 100, S, 17273
N, 17274, IBM, 11, 100, S, 17274
N, 17275, IBM, 11, 100, S, 17275
N, 17276, IBM, 11, 100, S, 17276
N, 17277, IBM, 11, 100, S, 17277
N, 17278, IBM, 11, 100, S, 17278
N, 17279, IBM, 11, 100, S, 17279
N, 17280, IBM, 11, 100, S, 17280
N, 17281, IBM, 11, 100, S, 17281
N, 17282, IBM, 11, 100, S, 17282
N, 17283, IBM, 11, 100, S, 17283
N, 17284, IBM, 11, 100, S, 17284
N, 17285, IBM, 11, 100, S, 17285
N, 17286, IBM, 11, 100, S, 17286
N, 17287, IBM, 11, 100, S, 17287
N, 17288, IBM, 11, 100, S, 17288
N, 17289, IBM, 11, 100, S, 17289
N, 17290, IBM, 11, 100, S, 17290
N, 17291, IBM, 11, 100, S, 17291
N, 17292, IBM, 11, 100, S, 17292
N, 17293, IBM, 11, 100, S, 17293
N, 17294, IBM, 11, 100, S, 17294
N, 17295, IBM, 11, 100, S, 17295
N, 17296, IBM, 11, 100, S, 17296
N, 17297, IBM, 11, 100, S, 17297
N, 17298, IBM, 11, 100, S, 17298
N, 17299, IBM, 11, 100, S, 17299
N, 17300, IBM, 11, 100, S, 17300
N, 17301, IBM, 11, 100, S, 17301
N, 17302, IBM, 11, 100, S, 17302
N, 17303, IBM, 11, 100, S, 17303
N, 17304, IBM, 11, 100, S, 17304
N, 17305, IBM, 11, 100, S, 17305
N, 17306, IBM, 11, 100, S, 17306
N, 17307, IBM, 11, 100, S, 17307
N, 17308, IBM, 11, 100, S, 17308
N, 17309, IBM, 11, 100, S, 17309
N, 17310, IBM, 11, 100, S, 17310
N, 17311, IBM, 11, 100, S, 17311
N, 17312, IBM, 11, 100, S, 17312
N, 17313, IBM, 11, 100, S, 17313
N, 17314, IBM, 11, 100, S, 17314
N, 17315, IBM, 11, 100, S, 17315
N, 17316, IBM, 11, 100, S, 17316
N, 17317, IBM, 11, 100, S, 17317
N, 17318, IBM, 11, 100, S, 17318
N, 17319, IBM, 11, 100, S, 17319
N, 17320, IBM, 11, 100, S, 17320
N, 17321, IBM, 11, 100, S, 17321
N, 17322, IBM, 11, 100, S, 17322
N, 17323, IBM, 11, 100, S, 17323
N, 17324, IBM, 11, 100, S, 17324
N, 17325, IBM, 11, 100, S, 17325
N, 17326, IBM, 11, 100, S, 17326
N, 17327, IBM, 11, 100, S, 17327
N, 17328, IBM, 11, 100, S, 17328
N, 17329, IBM, 11, 100, S, 17329
N, 17330, IBM, 11, 100, S, 17330
N, 17331, IBM, 11, 100, S, 17331
N, 17332, IBM, 11, 100, S, 17332
N, 17333, IBM, 11, 100, S, 17333
N, 17334, IBM, 11, 100, S, 17334
N, 17335, IBM, 11, 100, S, 17335
N, 17336, IBM, 11, 100, S, 17336
N, 17337, IBM, 11, 100, S, 17337
N, 17338, IBM, 11, 100, S, 17338
N, 17339, IBM, 11, 100, S, 17339
N, 17340, IBM, 11, 100, S, 17340
N, 17341, IBM, 11, 100, S, 17341
N, 17342, IBM, 11, 100, S, 17342
N, 17343, IBM, 11, 100, S, 17343
N, 17344, IBM, 11, 100, S, 17344
N, 17345, IBM, 11, 100, S, 17345
N, 17346, IBM, 11, 100, S, 17346
N, 17347, IBM, 11, 100, S, 17347
N, 17348, IBM, 11, 100, S, 17348
N, 17349, IBM, 11, 100, S, 17349
N, 17350, IBM, 11, 100, S, 17350
N, 17351, IBM, 11, 100, S, 17351
N, 17352, IBM, 11, 100, S, 17352
N, 17353, IBM, 11, 100, S, 17353
N, 17354, IBM, 11, 100, S, 17354
N, 17355, IBM, 11, 100, S, 17355
N, 17356, IBM, 11, 100, S, 17356
N, 17357, IBM, 11, 100, S, 17357
N, 17358, IBM, 11, 100, S, 17358
N, 17359, IBM, 11, 100, S, 17359
N, 17360, IBM, 11, 100, S, 17360
N, 17361, IBM, 11, 100, S, 17361
N, 17362, IBM, 11, 100, S, 17362
N, 17363, IBM, 11, 100, S, 17363
N, 17364, IBM, 11, 100, S, 17364
N, 17365, IBM, 11, 100, S, 17365
N, 17366, IBM, 11, 100, S, 17366
N, 17367, IBM, 11, 100, S, 17367
N, 17368, IBM, 11, 100, S, 17368
